query,competing_urls,impressions_W1,clicks_W1,top_url,top_url_market,top_url_locale,top_url_section,best_position,cannibalisation_type,markets_involved,locales_involved,url_detail
emergency hospital near me,2,2,0,https://www.myglobalhealth.online/cs/home-cz,,,legacy_or_global,2.0,no,Czechia,cs,https://www.myglobalhealth.online/cs/home-cz [1i/0c/p2] ;; https://www.myglobalhealth.online/czechia/cs [1i/0c/p2]
my brazilian doctor,2,2,0,https://www.myglobalhealth.online/brazil/en,Brazil,en,market_home,16.0,wrong_locale,Brazil,en,https://www.myglobalhealth.online/brazil/en [1i/0c/p16] ;; https://www.myglobalhealth.online/brazil/en/about [1i/0c/p29]
myhealth online,2,2,0,https://www.myglobalhealth.online,,,legacy_or_global,23.0,no,Spain,es,https://www.myglobalhealth.online [1i/0c/p47] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p23]
nearest gp to me,2,2,0,https://www.myglobalhealth.online/czechia/cs,Czechia,cs,market_home,2.0,cross_market+wrong_locale,Czechia|Romania,cs|en,https://www.myglobalhealth.online/czechia/cs [1i/0c/p2] ;; https://www.myglobalhealth.online/romania/en [1i/0c/p11]
exame médico para carta de condução,2,2,0,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao,Portugal,pt,blog,43.0,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao [1i/0c/p43] ;; https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao [1i/0c/p59]
fidelis care doctors,2,2,0,https://www.myglobalhealth.online/romania/en,Romania,en,market_home,15.0,wrong_locale,Romania,en|ro,https://www.myglobalhealth.online/romania/en [1i/0c/p15] ;; https://www.myglobalhealth.online/romania/ro [1i/0c/p30]
bmi jednotka,2,2,0,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,Czechia,cs,tools,10.0,cross_market+wrong_locale,Czechia|Portugal,cs,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator [1i/0c/p10] ;; https://www.myglobalhealth.online/portugal/cs/tools/bmi-calculator [1i/0c/p30]
medico online consulta,2,2,0,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,market_home,28.0,cross_market,Portugal|Spain,es|pt,https://www.myglobalhealth.online/portugal/pt [1i/0c/p56] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p28]
calculator calorii consumate,2,2,0,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tools,27.0,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator [1i/0c/p27] ;; https://www.myglobalhealth.online/spain/ro/tools/calorie-calculator [1i/0c/p31]
pressao arterial tabela,2,2,0,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,Brazil,pt,tools,9.0,cross_market,Brazil|Portugal,pt,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart [1i/0c/p10] ;; https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart [1i/0c/p9]
pressió arterial normal,2,2,0,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas,Romania,es,blog,62.0,cross_market+wrong_locale,Romania|Spain,es,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas [1i/0c/p77] ;; https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart [1i/0c/p62]
aus rumänien,2,2,0,https://www.myglobalhealth.online/romania/de,Romania,de,market_home,1.0,wrong_locale,Romania,de|en,https://www.myglobalhealth.online/romania/de [1i/0c/p1] ;; https://www.myglobalhealth.online/romania/en [1i/0c/p5]
b12 vitamin d test,2,2,0,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test,Ireland,en,lab-tests,32.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test [1i/0c/p32] ;; https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-d-test [1i/0c/p46]
calculator tensiune,2,2,0,https://www.myglobalhealth.online/ireland/ro/tools/blood-pressure-chart,Ireland,ro,tools,4.0,cross_market+wrong_locale,Ireland|Romania,es|ro,https://www.myglobalhealth.online/ireland/ro/tools/blood-pressure-chart [1i/0c/p4] ;; https://www.myglobalhealth.online/romania/es/tools/blood-pressure-chart [1i/0c/p48]
medical clinic near me,2,2,0,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,market_home,4.0,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt [1i/0c/p4] ;; https://www.myglobalhealth.online/pt [1i/0c/p12]
blood vitamin test,2,2,0,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test,Ireland,en,lab-tests,39.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test [1i/0c/p39] ;; https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-d-test [1i/0c/p42]
blutdruck tabelle alter,2,2,0,https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen,Romania,de,blog,48.0,cross_market+wrong_locale,Romania|Spain,de,https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen [1i/0c/p54] ;; https://www.myglobalhealth.online/spain/de/blog/normaler-blutdruck-tabelle-nach-alter-und-geschlecht-ohne-mythen [1i/0c/p48]
eszter szilagyi,2,2,1,https://www.myglobalhealth.online/spain/es/doctors/dr-eszter-szilagyi,Spain,es,doctors,1.0,wrong_locale,Spain,cs|es,https://www.myglobalhealth.online/spain/es/doctors/dr-eszter-szilagyi [1i/1c/p1] ;; https://www.myglobalhealth.online/spain/cs/doctors/dr-eszter-szilagyi [1i/0c/p1]
eu moro no brasil. como pode lilly.com me ajudar a encontrar o profissional de saúde certo?,2,2,0,https://www.myglobalhealth.online/brazil/en,Brazil,en,market_home,85.0,wrong_locale,Brazil,en,https://www.myglobalhealth.online/brazil/en [1i/0c/p85] ;; https://www.myglobalhealth.online/brazil/en/contact [1i/0c/p90]
global health tests,2,2,0,https://www.myglobalhealth.online/ireland/en/about,Ireland,en,about,3.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/about [1i/0c/p9] ;; https://www.myglobalhealth.online/ireland/en/lab-tests [1i/0c/p3]
global health website,2,2,0,https://www.myglobalhealth.online,,,legacy_or_global,8.0,no,Spain,es,https://www.myglobalhealth.online [1i/0c/p36] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p8]
global helath,2,2,0,https://www.myglobalhealth.online/czechia/cs,Czechia,cs,market_home,1.0,cross_market,Czechia|Spain,cs|es,https://www.myglobalhealth.online/czechia/cs [1i/0c/p1] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p5]
global help,2,2,0,https://www.myglobalhealth.online/brazil/en/press,Brazil,en,press,4.0,cross_market+wrong_locale,Brazil|Ireland,en,https://www.myglobalhealth.online/brazil/en/press [1i/0c/p36] ;; https://www.myglobalhealth.online/ireland/en/contact [1i/0c/p4]
global md,2,2,0,https://www.myglobalhealth.online,,,legacy_or_global,2.0,no,Ireland,en,https://www.myglobalhealth.online [1i/0c/p2] ;; https://www.myglobalhealth.online/ireland/en [1i/0c/p2]
jak okamžitě snížit krevní tlak,2,2,0,https://www.myglobalhealth.online/romania/cs/blog/jak-bezpecne-snizit-vysoky-tlak-rumunsko,Romania,cs,blog,6.0,cross_market+wrong_locale,Romania|Spain,cs,https://www.myglobalhealth.online/romania/cs/blog/jak-bezpecne-snizit-vysoky-tlak-rumunsko [1i/0c/p6] ;; https://www.myglobalhealth.online/spain/cs/blog/jak-snizit-krevni-tlak-co-funguje-podle-smernic-a-co-jen-vypada-ze-funguje [1i/0c/p20]
jaký tlak je normální,2,2,0,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,Czechia,cs,tools,32.0,cross_market+wrong_locale,Czechia|Romania,cs,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart [1i/0c/p32] ;; https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek [1i/0c/p56]
kardiologie online,2,2,0,https://www.myglobalhealth.online/portugal/cs/services/consulta-cardiologia,Portugal,cs,services,25.0,cross_market+wrong_locale,Portugal|Spain,cs,https://www.myglobalhealth.online/portugal/cs/services/consulta-cardiologia [1i/0c/p49] ;; https://www.myglobalhealth.online/spain/cs/services/cardiologo-online [1i/0c/p25]
kdy dostanu první menstruaci kalkulačka,2,2,0,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,Czechia,cs,tools,22.0,no,Czechia,cs,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator [1i/0c/p44] ;; https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator [1i/0c/p22]
kožní lékař online,2,2,0,https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha,Czechia,cs,services,25.0,cross_market+wrong_locale,Czechia|Spain,cs,https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha [1i/0c/p26] ;; https://www.myglobalhealth.online/spain/cs/services/consulta-piel-online [1i/0c/p25]
lo normal de la tensión,2,2,0,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas,Romania,es,blog,33.0,cross_market+wrong_locale,Romania|Spain,es,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas [1i/0c/p79] ;; https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart [1i/0c/p33]
blood tests ireland,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/blood-tests-dublin-what-to-know,Ireland,en,blog,39.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/blood-tests-dublin-what-to-know [1i/0c/p39] ;; https://www.myglobalhealth.online/ireland/en/lab-tests/general-health-test [1i/0c/p55]
blood type test ireland,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/blood-tests-dublin-what-to-know,Ireland,en,blog,34.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/blood-tests-dublin-what-to-know [1i/0c/p43] ;; https://www.myglobalhealth.online/ireland/en/lab-tests/general-health-test [1i/0c/p34]
servicios médicos,2,2,0,https://www.myglobalhealth.online/romania/es,Romania,es,market_home,5.0,cross_market+wrong_locale,Romania|Spain,es,https://www.myglobalhealth.online/romania/es [1i/0c/p5] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p42]
sick benefit in ireland,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,27.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p27] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [1i/0c/p64]
indice de masa corporal,2,2,0,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator,Romania,ro,tools,55.0,cross_market,Romania|Spain,es|ro,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator [1i/0c/p55] ;; https://www.myglobalhealth.online/spain/es/tools/bmi-calculator [1i/0c/p87]
irish health online doctor,2,2,0,https://www.myglobalhealth.online/ireland/en/gp-consultation-online,Ireland,en,gp-consultation-online,58.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/gp-consultation-online [1i/0c/p58] ;; https://www.myglobalhealth.online/ireland/en/see-a-specialist [1i/0c/p73]
irlanda,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,2.0,wrong_locale,Ireland,en|ro,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p2] ;; https://www.myglobalhealth.online/ireland/ro/blog/illness-benefit-irlanda-cum-soliciti [1i/0c/p3]
global health care services,2,2,0,https://www.myglobalhealth.online,,,legacy_or_global,20.0,no,legacy/global,,https://www.myglobalhealth.online [1i/0c/p33] ;; https://www.myglobalhealth.online/about [1i/0c/p20]
global health company,2,2,0,https://www.myglobalhealth.online/portugal/en/contact,Portugal,en,contact,10.0,wrong_locale,Portugal,en|pt,https://www.myglobalhealth.online/portugal/en/contact [1i/0c/p10] ;; https://www.myglobalhealth.online/portugal/pt [1i/0c/p12]
global health medicine,2,2,0,https://www.myglobalhealth.online,,,legacy_or_global,45.0,no,Spain,es,https://www.myglobalhealth.online [1i/0c/p45] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p52]
global medicos,2,2,0,https://www.myglobalhealth.online/spain/en,Spain,en,market_home,5.0,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/en [1i/0c/p10] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p5]
illness benefits,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,30.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p30] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [1i/0c/p58]
imc calcular,2,2,0,https://www.myglobalhealth.online/portugal/pt/tools/bmi-calculator,Portugal,pt,tools,46.0,cross_market,Portugal|Spain,es|pt,https://www.myglobalhealth.online/portugal/pt/tools/bmi-calculator [1i/0c/p56] ;; https://www.myglobalhealth.online/spain/es/tools/bmi-calculator [1i/0c/p46]
imc registered doctor online,2,2,0,https://www.myglobalhealth.online/ireland/en,Ireland,en,market_home,14.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en [1i/0c/p14] ;; https://www.myglobalhealth.online/ireland/en/gp-consultation-online [1i/0c/p39]
sick leave pay ireland,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,66.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p66] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [1i/0c/p83]
sickness benefits,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,43.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p43] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [1i/0c/p61]
calculator metabolism bazal,2,2,0,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tools,14.0,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator [1i/0c/p14] ;; https://www.myglobalhealth.online/spain/ro/tools/calorie-calculator [1i/0c/p25]
how to apply for sickness benefit,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,4.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p11] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [1i/0c/p4]
how to claim illness benefit ireland,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,7.0,wrong_locale,Ireland,en|pt,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p7] ;; https://www.myglobalhealth.online/ireland/pt/blog/illness-benefit-irlanda-como-requerer [1i/0c/p61]
how to get tested for adhd ireland,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/adult-adhd-assessment-ireland-public-private-routes,Ireland,en,blog,46.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/adult-adhd-assessment-ireland-public-private-routes [1i/0c/p46] ;; https://www.myglobalhealth.online/ireland/en/tools/adhd-test [1i/0c/p55]
ib1 form illness benefit,2,2,0,https://www.myglobalhealth.online/ireland/cs/blog/illness-benefit-irsko-jak-zazadat,Ireland,cs,blog,26.0,wrong_locale,Ireland,cs|en,https://www.myglobalhealth.online/ireland/cs/blog/illness-benefit-irsko-jak-zazadat [1i/0c/p64] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p26]
ib1form,2,2,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,2.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p5] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [1i/0c/p2]
global medical booking,2,2,0,https://www.myglobalhealth.online/ireland/en/about,Ireland,en,about,8.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/about [1i/0c/p10] ;; https://www.myglobalhealth.online/ireland/en/contact [1i/0c/p8]
globe medical,2,2,0,https://www.myglobalhealth.online/czechia/cs,Czechia,cs,market_home,2.0,wrong_locale,Czechia,cs|en,https://www.myglobalhealth.online/czechia/cs [1i/0c/p2] ;; https://www.myglobalhealth.online/czechia/en/gp-consultation-online [1i/0c/p2]
grade obezitate imc,2,2,0,https://www.myglobalhealth.online/portugal/ro/tools/bmi-calculator,Portugal,ro,tools,43.0,cross_market+wrong_locale,Portugal|Romania,ro,https://www.myglobalhealth.online/portugal/ro/tools/bmi-calculator [1i/0c/p70] ;; https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator [1i/0c/p43]
günstiger,2,2,0,https://www.myglobalhealth.online/ireland/de/blog/adhs-diagnostik-bei-erwachsenen-in-irland-der-offentliche-weg-der-private-weg-un,Ireland,de,blog,1.0,wrong_locale,Ireland,de|en,https://www.myglobalhealth.online/ireland/de/blog/adhs-diagnostik-bei-erwachsenen-in-irland-der-offentliche-weg-der-private-weg-un [1i/0c/p1] ;; https://www.myglobalhealth.online/ireland/en/blog/adult-adhd-assessment-ireland-public-private-routes [1i/0c/p13]
health care,2,2,0,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,market_home,44.0,cross_market,Portugal|Romania,pt|ro,https://www.myglobalhealth.online/portugal/pt [1i/0c/p66] ;; https://www.myglobalhealth.online/romania/ro [1i/0c/p44]
health consultation,2,2,0,https://www.myglobalhealth.online/spain/en/book,Spain,en,book,14.0,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/en/book [1i/0c/p14] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p19]
hospital in prague,2,2,0,https://www.myglobalhealth.online/cs/home-cz,,,legacy_or_global,1.0,wrong_locale,Czechia,en,https://www.myglobalhealth.online/cs/home-cz [1i/0c/p1] ;; https://www.myglobalhealth.online/czechia/en/faq [1i/0c/p1]
how about in czech republic,2,2,0,https://www.myglobalhealth.online/czechia/en,Czechia,en,market_home,3.0,wrong_locale,Czechia,en,https://www.myglobalhealth.online/czechia/en [1i/0c/p3] ;; https://www.myglobalhealth.online/czechia/en/blog/online-doctor-czechia-what-it-solves [1i/0c/p6]
