date,page,searcher_country,device,search_type,clicks,impressions,ctr,avg_position,row_key,refresh_id,data_state,source_timezone,data_quality,source
2026-07-21,https://www.myglobalhealth.online/czechia/cs/doctors,ALL,ALL,web,0,1,0,1,2026-07-21|https://www.myglobalhealth.online/czechia/cs/doctors|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,ALL,ALL,web,0,3,0,7.333333333333333,2026-07-21|https://www.myglobalhealth.online/czechia/cs/gp-consultation-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/cestovni-medicina-praha,ALL,ALL,web,0,1,0,10,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/cestovni-medicina-praha|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online,ALL,ALL,web,0,2,0,10,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/doporuceni-a-vysetreni,ALL,ALL,web,0,1,0,11,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/doporuceni-a-vysetreni|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha,ALL,ALL,web,0,2,0,4.5,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online,ALL,ALL,web,1,4,0.25,2,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online,ALL,ALL,web,0,2,0,7,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby,ALL,ALL,web,0,4,0,5,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/travel-health-prague,ALL,ALL,web,0,1,0,11,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/travel-health-prague|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online,ALL,ALL,web,0,1,0,77,2026-07-21|https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/de/gp-consultation-online,ALL,ALL,web,0,3,0,6.333333333333333,2026-07-21|https://www.myglobalhealth.online/czechia/de/gp-consultation-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/de/services/detsky-lekar-online,ALL,ALL,web,0,2,0,11.5,2026-07-21|https://www.myglobalhealth.online/czechia/de/services/detsky-lekar-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/de/services/doporuceni-a-vysetreni,ALL,ALL,web,0,2,0,11.5,2026-07-21|https://www.myglobalhealth.online/czechia/de/services/doporuceni-a-vysetreni|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/de/services/druhy-nazor-praha,ALL,ALL,web,0,1,0,45,2026-07-21|https://www.myglobalhealth.online/czechia/de/services/druhy-nazor-praha|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia/de/services/muzske-zdravi-online,ALL,ALL,web,0,1,0,9,2026-07-21|https://www.myglobalhealth.online/czechia/de/services/muzske-zdravi-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
