page,country,clicks,impressions,ctr,avg_position,truncated,refresh_id,source_timezone,source
https://www.myglobalhealth.online/ro/ireland-doctors/dr-andra-cristea,rou,1,4,0.25,8.75,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/services-3,esp,1,15,0.06666666666666667,5.2,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/spain-doctors/dr-eszter-szilagyi,deu,1,5,0.2,5.4,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/spain-doctors/dr-fabiana-cornejo,deu,1,7,0.14285714285714285,2.571428571428571,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dr-ahmed-maklad,jpn,1,1,1,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dr-muhammad-tahir-arain,gbr,1,3,0.3333333333333333,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dr-raafat-ibrahim,irl,1,6,0.16666666666666666,34,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dr-raafat-ibrahim,usa,1,8,0.125,1.875,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dr-tiago-miguel-figueira,aut,1,1,1,2,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dr-tiago-miguel-figueira,fra,1,2,0.5,5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dr-tiago-miguel-figueira,irl,1,179,0.00558659217877095,6.921787709497207,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dr-tiago-miguel-figueira,usa,1,5,0.2,5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dra-andra-cristea,cze,1,3,0.3333333333333333,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dra-andra-cristea,deu,1,12,0.08333333333333333,4.333333333333334,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dra-andra-cristea,fra,1,10,0.1,5.2,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dra-andra-cristea,som,1,1,1,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/dra-andra-cristea,usa,1,5,0.2,2,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/team/physiotherapeut-priscila-figueiredo,irl,1,7,0.14285714285714285,4.714285714285714,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,afg,0,1,0,48,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,ago,0,1,0,26,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,alb,0,6,0,8.5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,and,0,6,0,34.833333333333336,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,are,0,209,0,13.937799043062201,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,arg,0,9,0,30.77777777777778,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,arm,0,3,0,8,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,atg,0,2,0,4.5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,aus,0,72,0,44.041666666666664,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,aze,0,2,0,10.5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,bdi,0,4,0,11.75,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,bfa,0,3,0,9.666666666666666,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,bhr,0,1,0,96,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,bhs,0,1,0,13,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,bih,0,6,0,24.333333333333332,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,blr,0,2,0,17.5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,brb,0,1,0,5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,bwa,0,10,0,8.2,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,caf,0,1,0,6,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,can,0,47,0,28.76595744680851,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,che,0,22,0,54.68181818181818,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,chl,0,2,0,8.5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,chn,0,2,0,19.5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,cod,0,6,0,21.666666666666668,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,cog,0,2,0,7,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,col,0,7,0,16.42857142857143,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/,cpv,0,1,0,6,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
